epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
298,4072.97,0.75979,1.54756,0.83661,1.01509,0.82274,0.61847,0.66825,0.55984,0.83418,0.59817,0.64502,0.47483,0.78886,1.83743,1.29367,1.06019,0.000360937,0.000360937,0.000360937
299,4222.09,0.77788,1.57227,0.84917,1.01932,0.8338,0.61429,0.66862,0.5601,0.83338,0.59883,0.6455,0.4747,0.78953,1.83863,1.29651,1.06048,0.000357964,0.000357964,0.000357964
300,4371.61,0.76858,1.5699,0.83386,1.01837,0.82156,0.61911,0.6679,0.55878,0.81728,0.6045,0.64502,0.47546,0.78938,1.84138,1.29743,1.06019,0.000354998,0.000354998,0.000354998
301,4521.03,0.7712,1.56922,0.84315,1.0152,0.81806,0.61651,0.66661,0.55832,0.81847,0.60297,0.64379,0.47576,0.78882,1.83989,1.29787,1.06008,0.000352037,0.000352037,0.000352037
302,4670.37,0.77144,1.59015,0.84206,1.021,0.81995,0.61584,0.66682,0.55778,0.81853,0.60321,0.64275,0.47596,0.78725,1.84085,1.2952,1.05801,0.000349082,0.000349082,0.000349082
303,4819.89,0.77233,1.58392,0.84886,1.01823,0.81927,0.61552,0.66719,0.55764,0.81856,0.60297,0.64323,0.47625,0.78745,1.8405,1.30108,1.05812,0.000346133,0.000346133,0.000346133
304,4969.81,0.76429,1.53588,0.83025,1.00854,0.7975,0.62847,0.66762,0.55787,0.80797,0.60416,0.64289,0.47699,0.78708,1.83876,1.30466,1.05823,0.00034319,0.00034319,0.00034319
305,5119.91,0.75453,1.54975,0.8259,1.0088,0.81441,0.62085,0.66748,0.55833,0.80961,0.60444,0.64347,0.476,0.78775,1.84419,1.30651,1.05884,0.000340254,0.000340254,0.000340254
306,5269.47,0.75205,1.54218,0.80725,1.00506,0.81892,0.61926,0.66793,0.55906,0.81123,0.60833,0.64455,0.47621,0.78905,1.84772,1.31015,1.06053,0.000337325,0.000337325,0.000337325
307,5419.08,0.75807,1.55181,0.84605,1.00952,0.81901,0.62134,0.66671,0.55887,0.81242,0.60884,0.64322,0.47615,0.79029,1.84752,1.31174,1.06083,0.000334402,0.000334402,0.000334402
308,5569.1,0.7567,1.55384,0.83919,1.01788,0.81938,0.62148,0.66716,0.5584,0.81518,0.61067,0.64604,0.47681,0.78989,1.8448,1.31037,1.06097,0.000331486,0.000331486,0.000331486
309,5719.21,0.76035,1.52876,0.81114,1.00756,0.80859,0.62576,0.66774,0.55916,0.81148,0.60819,0.64575,0.47736,0.78831,1.84527,1.31399,1.06028,0.000328576,0.000328576,0.000328576
310,5870.71,0.76032,1.56786,0.83822,1.0103,0.80772,0.62316,0.66722,0.55878,0.81051,0.60924,0.6459,0.47723,0.78763,1.84282,1.31379,1.06045,0.000325674,0.000325674,0.000325674
311,6021.2,0.75459,1.5894,0.84367,1.01579,0.8056,0.62481,0.66669,0.55913,0.80185,0.61217,0.64572,0.47707,0.78831,1.8438,1.31403,1.0609,0.000322778,0.000322778,0.000322778
312,6171.12,0.76213,1.55693,0.84065,1.01681,0.80511,0.62503,0.6669,0.55919,0.80491,0.61379,0.64645,0.4774,0.78676,1.84951,1.31375,1.06107,0.00031989,0.00031989,0.00031989
313,6321.65,0.76055,1.56314,0.84114,1.01414,0.80778,0.62486,0.66644,0.56082,0.80675,0.61395,0.64636,0.47759,0.78558,1.8485,1.31658,1.06081,0.000317009,0.000317009,0.000317009
314,6472.86,0.76728,1.5663,0.83134,1.01591,0.81911,0.61622,0.66601,0.55891,0.81167,0.60811,0.64614,0.47682,0.78448,1.84511,1.3161,1.06038,0.000314136,0.000314136,0.000314136
315,6624.03,0.75181,1.53361,0.81298,1.01197,0.80552,0.62599,0.66624,0.55982,0.81154,0.61258,0.64667,0.47616,0.78375,1.84179,1.31636,1.06091,0.00031127,0.00031127,0.00031127
316,6775.08,0.75465,1.5544,0.82756,1.01712,0.81087,0.62524,0.66655,0.5615,0.8153,0.61085,0.64767,0.4769,0.78211,1.83923,1.31493,1.05951,0.000308412,0.000308412,0.000308412
317,6926.54,0.76573,1.52069,0.82429,1.0083,0.81902,0.62007,0.66708,0.56233,0.81482,0.61239,0.64834,0.47744,0.78111,1.83986,1.31527,1.05922,0.000305561,0.000305561,0.000305561
318,7078.19,0.76548,1.5518,0.82152,1.01829,0.81175,0.62568,0.66781,0.56309,0.81254,0.61183,0.64899,0.47813,0.78237,1.84169,1.31818,1.06029,0.000302719,0.000302719,0.000302719
319,7229.48,0.75714,1.55195,0.82182,1.0131,0.82098,0.61972,0.66797,0.56383,0.81294,0.61167,0.64977,0.47855,0.78141,1.84074,1.31786,1.05973,0.000299884,0.000299884,0.000299884
320,7380.68,0.75605,1.57744,0.82818,1.01475,0.81985,0.62059,0.66826,0.56309,0.81406,0.61273,0.6506,0.47826,0.78166,1.83877,1.31843,1.06072,0.000297058,0.000297058,0.000297058
321,7531.92,0.75706,1.58932,0.83695,1.02053,0.82066,0.62158,0.6682,0.56352,0.81385,0.61474,0.6507,0.47911,0.78059,1.83715,1.31788,1.05941,0.000294239,0.000294239,0.000294239
322,7683.54,0.75988,1.56426,0.81836,1.01678,0.81506,0.62756,0.67081,0.56574,0.81549,0.6159,0.65209,0.48098,0.78015,1.82405,1.31713,1.05826,0.000291429,0.000291429,0.000291429
323,7834.93,0.76118,1.55886,0.83358,1.01682,0.80783,0.62861,0.67041,0.56563,0.81584,0.61468,0.65194,0.48259,0.78002,1.82145,1.31576,1.05808,0.000288628,0.000288628,0.000288628
324,7986.62,0.74776,1.53974,0.7996,1.00703,0.81091,0.62728,0.67091,0.56493,0.81755,0.61631,0.65189,0.48099,0.78169,1.82094,1.31333,1.05891,0.000285835,0.000285835,0.000285835
325,8137.71,0.74699,1.52176,0.8169,1.00801,0.81492,0.62716,0.67036,0.56535,0.81151,0.62081,0.6521,0.48136,0.78198,1.82183,1.31358,1.05973,0.00028305,0.00028305,0.00028305
326,8288.96,0.74705,1.52118,0.80396,1.00204,0.81347,0.62889,0.67025,0.56565,0.80877,0.6209,0.65046,0.48175,0.78095,1.82133,1.3135,1.05883,0.000280275,0.000280275,0.000280275
327,8440.88,0.75192,1.53464,0.81304,1.01664,0.82059,0.62757,0.67027,0.56566,0.81396,0.61835,0.65019,0.48206,0.77929,1.82088,1.31041,1.05799,0.000277508,0.000277508,0.000277508
328,8592.37,0.7549,1.53804,0.81815,1.00677,0.82274,0.62369,0.67069,0.56612,0.81903,0.61392,0.65033,0.48223,0.77827,1.82165,1.30953,1.0574,0.00027475,0.00027475,0.00027475
329,8744.78,0.75961,1.54775,0.82354,1.00944,0.83045,0.62099,0.67142,0.5668,0.82511,0.60917,0.65078,0.4834,0.77749,1.82042,1.30789,1.05711,0.000272002,0.000272002,0.000272002
330,8895.93,0.75397,1.56579,0.8189,1.01631,0.82711,0.62447,0.67212,0.56675,0.82687,0.61171,0.65132,0.48245,0.7775,1.82027,1.30985,1.05738,0.000269262,0.000269262,0.000269262
331,9046.76,0.7478,1.53619,0.8043,1.0059,0.83642,0.62353,0.67215,0.5665,0.82578,0.61074,0.65171,0.48177,0.77737,1.81944,1.30886,1.0575,0.000266532,0.000266532,0.000266532
332,9197.46,0.73938,1.52451,0.79107,0.99668,0.83585,0.62373,0.67266,0.56609,0.85236,0.60289,0.65237,0.48221,0.77729,1.81955,1.30721,1.0573,0.000263811,0.000263811,0.000263811
333,9348.02,0.73776,1.50514,0.78543,0.99686,0.8351,0.62228,0.67278,0.56588,0.85288,0.59952,0.65329,0.48199,0.77758,1.8226,1.30599,1.05761,0.0002611,0.0002611,0.0002611
334,9498.71,0.76114,1.55972,0.82329,1.01022,0.83532,0.624,0.6728,0.56531,0.86053,0.59887,0.65325,0.48237,0.77782,1.81984,1.30501,1.05779,0.000258398,0.000258398,0.000258398
335,9649.04,0.74431,1.49661,0.79669,0.99525,0.83284,0.62362,0.67219,0.56536,0.84051,0.60527,0.65284,0.48201,0.77836,1.82078,1.30243,1.05778,0.000255707,0.000255707,0.000255707
336,9799.85,0.73401,1.50133,0.78347,1.00063,0.84051,0.62345,0.67215,0.5658,0.841,0.60623,0.65253,0.48104,0.77846,1.82025,1.30105,1.05731,0.000253024,0.000253024,0.000253024
337,9951.15,0.75091,1.52965,0.79447,1.0044,0.83597,0.62587,0.67266,0.56634,0.84204,0.60519,0.65281,0.48221,0.77833,1.8241,1.30271,1.05714,0.000250352,0.000250352,0.000250352
338,10102.8,0.75454,1.53149,0.80609,1.00389,0.8438,0.62359,0.67196,0.56622,0.84459,0.60431,0.65224,0.48217,0.77815,1.8233,1.30425,1.05621,0.00024769,0.00024769,0.00024769
339,10254.3,0.7586,1.56974,0.82096,1.01371,0.84882,0.6224,0.67268,0.56703,0.84623,0.60608,0.65233,0.48207,0.77827,1.82414,1.30532,1.0567,0.000245039,0.000245039,0.000245039
340,10405.9,0.74214,1.50875,0.81149,1.00342,0.84788,0.6237,0.67248,0.56724,0.84676,0.60413,0.65221,0.48149,0.77804,1.82299,1.30386,1.05663,0.000242397,0.000242397,0.000242397
341,10556.7,0.74719,1.5132,0.79233,1.00064,0.84706,0.62415,0.6727,0.56687,0.84526,0.60617,0.65284,0.48158,0.77841,1.8238,1.30396,1.0566,0.000239766,0.000239766,0.000239766
342,10707.4,0.73774,1.51021,0.78303,1.00441,0.84587,0.6233,0.67237,0.56652,0.84673,0.60513,0.65274,0.48118,0.77909,1.82277,1.30362,1.05702,0.000237145,0.000237145,0.000237145
343,10857.4,0.74189,1.49369,0.78601,1.00121,0.84557,0.62338,0.67348,0.56707,0.84834,0.60687,0.65212,0.48086,0.77878,1.82137,1.30406,1.05689,0.000234535,0.000234535,0.000234535
344,11007.7,0.75106,1.53374,0.79556,1.00509,0.84747,0.62309,0.6738,0.56766,0.85639,0.60245,0.65194,0.48108,0.77888,1.82248,1.30238,1.05682,0.000231935,0.000231935,0.000231935
345,11157.8,0.76058,1.55532,0.80539,1.00678,0.85171,0.62004,0.67422,0.56797,0.85432,0.60339,0.65289,0.48111,0.78007,1.82231,1.29941,1.05786,0.000229347,0.000229347,0.000229347
346,11307.8,0.72618,1.47388,0.77061,0.99855,0.84847,0.62233,0.67406,0.56814,0.86187,0.60146,0.65239,0.48084,0.78044,1.82176,1.29895,1.05902,0.000226769,0.000226769,0.000226769
347,11458.2,0.75037,1.52861,0.80565,1.00938,0.84657,0.62375,0.67338,0.56758,0.86486,0.59994,0.65253,0.48061,0.78191,1.82096,1.30015,1.0599,0.000224202,0.000224202,0.000224202
348,11608.8,0.74123,1.52328,0.78679,1.00511,0.84541,0.62414,0.67317,0.56827,0.86289,0.60143,0.65309,0.48154,0.78183,1.81942,1.30099,1.05955,0.000221646,0.000221646,0.000221646
349,11760.4,0.75376,1.54633,0.80708,1.00368,0.85092,0.6225,0.67272,0.56804,0.85576,0.60375,0.65299,0.48132,0.7821,1.825,1.29836,1.0602,0.000219102,0.000219102,0.000219102
350,11910.5,0.73116,1.4818,0.76427,0.9991,0.84984,0.62307,0.67239,0.56803,0.85451,0.60336,0.65235,0.48112,0.78179,1.82967,1.29699,1.05958,0.000216568,0.000216568,0.000216568
351,12060.9,0.73977,1.49679,0.78152,0.99909,0.84971,0.62134,0.67234,0.56756,0.86684,0.59879,0.65247,0.48014,0.78307,1.82949,1.29743,1.06032,0.000214046,0.000214046,0.000214046
352,12211.2,0.73726,1.50288,0.77624,1.00135,0.8482,0.62088,0.6728,0.56796,0.86709,0.59913,0.65295,0.48065,0.78291,1.82977,1.29745,1.05998,0.000211536,0.000211536,0.000211536
353,12360.9,0.74708,1.5345,0.83135,1.00707,0.84775,0.6197,0.67307,0.5675,0.86465,0.59949,0.65305,0.48052,0.78366,1.82827,1.29932,1.06019,0.000209037,0.000209037,0.000209037
354,12510.7,0.74184,1.55241,0.79771,1.00917,0.85131,0.61914,0.67301,0.56735,0.86372,0.60073,0.6528,0.48035,0.78418,1.82889,1.29843,1.06023,0.00020655,0.00020655,0.00020655
355,12660.8,0.74141,1.50988,0.79405,1.00309,0.85234,0.61899,0.6726,0.56707,0.86321,0.60201,0.65257,0.47963,0.7845,1.82637,1.2996,1.06101,0.000204075,0.000204075,0.000204075
356,12810.1,0.72517,1.46715,0.77948,0.99804,0.85187,0.6194,0.67255,0.56693,0.86135,0.6019,0.65284,0.48017,0.78459,1.82175,1.29945,1.06058,0.000201611,0.000201611,0.000201611
357,12959.2,0.73368,1.50416,0.78248,0.99987,0.85312,0.61949,0.67284,0.56766,0.85955,0.60223,0.65309,0.48048,0.78432,1.82041,1.3007,1.05954,0.000199159,0.000199159,0.000199159
358,13108.3,0.73181,1.51097,0.78697,0.99818,0.85519,0.61905,0.67285,0.56823,0.86088,0.60214,0.65357,0.47987,0.7843,1.82454,1.29997,1.0597,0.00019672,0.00019672,0.00019672
359,13258,0.74055,1.50154,0.78756,0.99938,0.85525,0.61939,0.67355,0.56817,0.85698,0.60337,0.65361,0.48001,0.78429,1.82439,1.2999,1.05937,0.000194293,0.000194293,0.000194293
360,13409.4,0.74701,1.53351,0.78501,1.00459,0.85172,0.62133,0.67363,0.56755,0.85501,0.6048,0.65362,0.47996,0.78376,1.82347,1.29926,1.05905,0.000191878,0.000191878,0.000191878
361,13561,0.71706,1.47851,0.76858,0.99164,0.85254,0.62159,0.67392,0.56748,0.85398,0.60578,0.65498,0.48023,0.78309,1.82351,1.29733,1.05837,0.000189475,0.000189475,0.000189475
362,13712.6,0.73014,1.46783,0.75989,0.99812,0.85456,0.62124,0.67401,0.56739,0.85668,0.60537,0.65421,0.48061,0.78399,1.82313,1.29778,1.05928,0.000187085,0.000187085,0.000187085
363,13864.2,0.73636,1.4826,0.77083,0.996,0.85591,0.62104,0.67469,0.56812,0.85606,0.6054,0.65289,0.48124,0.78321,1.81726,1.29812,1.05801,0.000184707,0.000184707,0.000184707
364,14015.8,0.73128,1.4992,0.75779,0.99245,0.85583,0.62264,0.67437,0.56765,0.85607,0.60544,0.65462,0.48085,0.78261,1.81799,1.29753,1.05778,0.000182342,0.000182342,0.000182342
365,14167.5,0.72207,1.47569,0.75671,0.99753,0.85734,0.6227,0.67448,0.56786,0.85216,0.60601,0.65465,0.48136,0.78253,1.81585,1.29681,1.05735,0.00017999,0.00017999,0.00017999
366,14319.2,0.72801,1.48264,0.77451,0.994,0.85503,0.62255,0.67356,0.56847,0.84865,0.60652,0.65427,0.48121,0.78236,1.81843,1.29703,1.05709,0.000177651,0.000177651,0.000177651
367,14471.2,0.72187,1.47016,0.76589,0.99238,0.85548,0.62249,0.67347,0.5676,0.84764,0.60823,0.65386,0.4811,0.78248,1.81895,1.29552,1.05698,0.000175324,0.000175324,0.000175324
368,14622.7,0.74331,1.5049,0.78082,1.00272,0.85444,0.62358,0.67349,0.56803,0.84771,0.60822,0.65397,0.48134,0.78188,1.81909,1.29554,1.05682,0.000173011,0.000173011,0.000173011
369,14774.7,0.71562,1.43689,0.75166,0.99256,0.85176,0.62489,0.67306,0.56743,0.85101,0.60544,0.65337,0.48066,0.78201,1.81808,1.29593,1.05672,0.00017071,0.00017071,0.00017071
370,14927.8,0.74128,1.52056,0.78182,1.00191,0.85036,0.62535,0.67329,0.56761,0.84978,0.60581,0.65349,0.48078,0.7824,1.8182,1.29731,1.05751,0.000168423,0.000168423,0.000168423
371,15080.1,0.72728,1.48243,0.77394,0.99434,0.8507,0.62634,0.6732,0.56776,0.84823,0.60643,0.65307,0.48025,0.78249,1.81771,1.29654,1.05733,0.000166149,0.000166149,0.000166149
372,15231,0.73718,1.49728,0.77222,1.00383,0.85074,0.62649,0.67301,0.56742,0.84554,0.60944,0.65276,0.48019,0.78261,1.81603,1.29704,1.05709,0.000163889,0.000163889,0.000163889
373,15380.9,0.72136,1.43501,0.73667,0.98762,0.84375,0.6299,0.67312,0.56781,0.84477,0.61271,0.65389,0.48004,0.78169,1.81648,1.29627,1.05647,0.000161642,0.000161642,0.000161642
374,15530.6,0.74002,1.52813,0.79406,1.00524,0.84676,0.6277,0.67303,0.56791,0.84576,0.61071,0.65375,0.4797,0.78148,1.8159,1.29642,1.05613,0.000159408,0.000159408,0.000159408
375,15679.5,0.71743,1.46165,0.74731,0.99269,0.84227,0.62885,0.67302,0.56778,0.84434,0.61201,0.65383,0.48014,0.78164,1.81629,1.29661,1.05605,0.000157188,0.000157188,0.000157188
376,15828.5,0.72096,1.46305,0.75496,0.99165,0.8464,0.62801,0.67261,0.56743,0.8438,0.61321,0.65363,0.47932,0.78078,1.81623,1.2971,1.05511,0.000154982,0.000154982,0.000154982
377,15977.4,0.72662,1.47876,0.76296,0.99598,0.85055,0.62723,0.67294,0.56777,0.8428,0.61298,0.65386,0.48064,0.78213,1.81452,1.29875,1.05617,0.00015279,0.00015279,0.00015279
378,16126,0.71407,1.45391,0.74186,0.98996,0.85325,0.62723,0.67314,0.56806,0.84468,0.61317,0.65361,0.48072,0.78248,1.81333,1.29999,1.05685,0.000150611,0.000150611,0.000150611
379,16274.6,0.726,1.45911,0.76183,0.98966,0.85363,0.62677,0.67338,0.56849,0.84658,0.61489,0.65555,0.48137,0.78183,1.81392,1.29919,1.05662,0.000148447,0.000148447,0.000148447
380,16423.3,0.71138,1.44094,0.73617,0.98796,0.8502,0.62835,0.6732,0.56827,0.84424,0.61449,0.65321,0.48098,0.78008,1.81326,1.29783,1.05457,0.000146297,0.000146297,0.000146297
381,16572.1,0.72202,1.46218,0.76413,0.99152,0.85335,0.62776,0.6734,0.56869,0.84565,0.61668,0.65521,0.48059,0.77972,1.81264,1.29666,1.05393,0.000144161,0.000144161,0.000144161
382,16720.6,0.74234,1.51782,0.784,1.0059,0.85447,0.62743,0.67343,0.5685,0.84528,0.61766,0.65547,0.48083,0.77918,1.81238,1.29506,1.05355,0.000142039,0.000142039,0.000142039
383,16869,0.72817,1.47553,0.76598,0.98775,0.85016,0.62911,0.67402,0.56869,0.84524,0.6181,0.6549,0.48067,0.77836,1.81382,1.29436,1.05323,0.000139931,0.000139931,0.000139931
384,17017.6,0.72585,1.47599,0.75893,0.99617,0.85407,0.62781,0.67404,0.56831,0.84539,0.61818,0.65512,0.48135,0.77855,1.81424,1.29469,1.05326,0.000137838,0.000137838,0.000137838
385,17166,0.72676,1.4654,0.75954,0.99927,0.85264,0.62811,0.67414,0.56743,0.84318,0.61733,0.65447,0.48083,0.779,1.81458,1.29525,1.05355,0.000135759,0.000135759,0.000135759
386,17314.6,0.73387,1.48407,0.7769,1.00206,0.8523,0.62825,0.6753,0.56832,0.84216,0.61747,0.65485,0.48183,0.77859,1.81483,1.29472,1.05299,0.000133695,0.000133695,0.000133695
387,17463.4,0.73461,1.48881,0.76768,0.99619,0.853,0.62801,0.67521,0.56805,0.84076,0.61778,0.65489,0.48159,0.77829,1.81416,1.29471,1.05286,0.000131646,0.000131646,0.000131646
388,17612.1,0.72529,1.48543,0.757,0.99336,0.8522,0.62822,0.67488,0.56769,0.84053,0.61777,0.65416,0.4815,0.77828,1.81334,1.29504,1.05229,0.000129611,0.000129611,0.000129611
389,17760.7,0.73298,1.47685,0.75738,0.9913,0.84822,0.62967,0.67547,0.56827,0.8388,0.61801,0.65432,0.48145,0.77869,1.81367,1.29584,1.05318,0.000127591,0.000127591,0.000127591
390,17909.2,0.72058,1.46561,0.75561,0.98999,0.85269,0.62821,0.67539,0.56878,0.84073,0.6176,0.65507,0.48137,0.77848,1.81398,1.29523,1.05298,0.000125586,0.000125586,0.000125586
391,18059.1,0.71894,1.46787,0.74906,0.98746,0.84937,0.62885,0.67548,0.56891,0.83761,0.61901,0.65499,0.48148,0.77907,1.81366,1.29618,1.05307,0.000123596,0.000123596,0.000123596
392,18207.9,0.71276,1.46321,0.7433,0.98705,0.85282,0.6286,0.67539,0.56887,0.841,0.61893,0.65453,0.48193,0.77828,1.81352,1.29547,1.05241,0.000121621,0.000121621,0.000121621
393,18356.5,0.73447,1.49434,0.76863,0.99447,0.85268,0.62818,0.67571,0.56844,0.84199,0.61918,0.65585,0.482,0.77867,1.81307,1.29607,1.05262,0.000119661,0.000119661,0.000119661
394,18504.9,0.71663,1.41825,0.7429,0.99023,0.85187,0.62895,0.67614,0.56885,0.84175,0.6193,0.65596,0.48311,0.77875,1.81718,1.29546,1.05281,0.000117717,0.000117717,0.000117717
395,18653.4,0.73544,1.48358,0.76455,0.99256,0.84869,0.6306,0.67556,0.56888,0.84041,0.61983,0.65555,0.48263,0.77863,1.81361,1.29628,1.05272,0.000115787,0.000115787,0.000115787
396,18801.6,0.72262,1.47275,0.74821,0.99417,0.84602,0.63026,0.67574,0.56942,0.83985,0.61923,0.65589,0.48308,0.77875,1.81413,1.2958,1.05275,0.000113873,0.000113873,0.000113873
397,18950.3,0.71797,1.45802,0.75091,0.99219,0.84882,0.6291,0.67585,0.56923,0.84072,0.61903,0.6559,0.48262,0.7785,1.81598,1.29593,1.05239,0.000111975,0.000111975,0.000111975
398,19098.5,0.73305,1.50174,0.76409,0.99469,0.84736,0.6296,0.67576,0.56909,0.84212,0.61852,0.65589,0.48256,0.77817,1.81718,1.29506,1.05199,0.000110092,0.000110092,0.000110092
399,19246.8,0.71108,1.45162,0.74168,0.98942,0.85401,0.62833,0.67563,0.56947,0.84413,0.61846,0.65591,0.4819,0.77838,1.81462,1.29393,1.05229,0.000108224,0.000108224,0.000108224
400,19395.2,0.71389,1.46873,0.74333,0.9864,0.85037,0.6293,0.67567,0.56925,0.84305,0.61903,0.65598,0.48198,0.7782,1.81671,1.29493,1.05215,0.000106373,0.000106373,0.000106373
401,19544.4,0.71369,1.44863,0.73842,0.98507,0.85174,0.62905,0.67574,0.56945,0.84284,0.61884,0.65603,0.48282,0.77793,1.81661,1.29399,1.05208,0.000104537,0.000104537,0.000104537
