epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
402,19693.5,0.7155,1.45435,0.74464,0.99015,0.85227,0.62864,0.67544,0.5698,0.84376,0.61809,0.65598,0.48251,0.77835,1.8143,1.29332,1.05205,0.000102716,0.000102716,0.000102716
403,19842.1,0.72307,1.48969,0.76375,0.99718,0.85279,0.62823,0.67559,0.56975,0.84536,0.61579,0.65507,0.48213,0.77939,1.81445,1.29413,1.05275,0.000100912,0.000100912,0.000100912
404,19990.4,0.72875,1.50095,0.76573,0.99704,0.85382,0.62892,0.6755,0.56961,0.84651,0.61558,0.65491,0.482,0.77921,1.81712,1.29386,1.05246,9.91237e-05,9.91237e-05,9.91237e-05
405,20138.9,0.71765,1.47018,0.75192,0.99372,0.85228,0.62928,0.67571,0.57013,0.84571,0.6156,0.65456,0.48218,0.77944,1.81676,1.29426,1.05247,9.73514e-05,9.73514e-05,9.73514e-05
406,20287.2,0.71915,1.48969,0.75299,0.99898,0.84981,0.62903,0.67574,0.56982,0.84701,0.61499,0.6556,0.48225,0.77907,1.81675,1.29573,1.05235,9.55951e-05,9.55951e-05,9.55951e-05
407,20435.7,0.71524,1.4626,0.74294,0.98652,0.85124,0.62956,0.67581,0.57027,0.84441,0.61663,0.65517,0.48258,0.77916,1.8144,1.29476,1.05235,9.3855e-05,9.3855e-05,9.3855e-05
408,20584.5,0.71131,1.44363,0.73626,0.98348,0.85145,0.62922,0.67586,0.5704,0.84486,0.61638,0.65479,0.48268,0.77924,1.81426,1.29497,1.05249,9.21312e-05,9.21312e-05,9.21312e-05
409,20733.3,0.72412,1.45598,0.75038,0.98813,0.85158,0.62866,0.6756,0.57005,0.84718,0.61446,0.65453,0.48348,0.77861,1.81465,1.29629,1.05237,9.04236e-05,9.04236e-05,9.04236e-05
410,20883,0.72235,1.46172,0.73431,0.98796,0.854,0.62795,0.67585,0.57043,0.84863,0.61508,0.65655,0.48405,0.77908,1.81396,1.29498,1.05234,8.87324e-05,8.87324e-05,8.87324e-05
411,21031.7,0.71745,1.45843,0.75082,0.9913,0.85419,0.6278,0.6758,0.57027,0.84891,0.61488,0.65605,0.48417,0.77916,1.81419,1.29617,1.05236,8.70577e-05,8.70577e-05,8.70577e-05
412,21180.6,0.72266,1.48635,0.75624,0.99573,0.85127,0.6288,0.67618,0.57079,0.84926,0.61479,0.65655,0.48409,0.77888,1.81424,1.2958,1.05202,8.53994e-05,8.53994e-05,8.53994e-05
413,21329.6,0.72175,1.46761,0.74475,0.99493,0.85537,0.62759,0.67612,0.5706,0.85007,0.61474,0.65674,0.48423,0.77821,1.81424,1.29571,1.0519,8.37577e-05,8.37577e-05,8.37577e-05
414,21478,0.71799,1.44781,0.74894,0.99373,0.85551,0.62748,0.67616,0.57129,0.85024,0.61461,0.65633,0.4844,0.77829,1.81439,1.29549,1.05186,8.21327e-05,8.21327e-05,8.21327e-05
415,21626.4,0.72718,1.45214,0.7418,0.99465,0.85664,0.62789,0.67676,0.57098,0.84861,0.61512,0.65631,0.48418,0.77789,1.81437,1.29541,1.05147,8.05243e-05,8.05243e-05,8.05243e-05
416,21774.7,0.71035,1.45092,0.7415,0.99113,0.85685,0.62774,0.6768,0.57121,0.84867,0.6151,0.65639,0.48427,0.77755,1.8145,1.2961,1.05131,7.89327e-05,7.89327e-05,7.89327e-05
417,21923.1,0.71551,1.45509,0.73396,0.98414,0.85655,0.6278,0.6769,0.57127,0.84839,0.61554,0.65681,0.4842,0.77744,1.81472,1.29545,1.05107,7.73579e-05,7.73579e-05,7.73579e-05
418,22071.6,0.7231,1.4813,0.74992,0.9945,0.85426,0.62812,0.67645,0.57143,0.84669,0.61545,0.65607,0.48386,0.77706,1.8141,1.29513,1.05073,7.58e-05,7.58e-05,7.58e-05
419,22219.9,0.71286,1.44456,0.74256,0.99165,0.85512,0.62859,0.67697,0.57122,0.84793,0.61574,0.65647,0.48391,0.77685,1.81552,1.29633,1.05069,7.4259e-05,7.4259e-05,7.4259e-05
420,22368.3,0.71429,1.44862,0.72795,0.98433,0.85385,0.62852,0.67659,0.57072,0.84446,0.61408,0.65424,0.48393,0.7768,1.81523,1.29593,1.05076,7.27351e-05,7.27351e-05,7.27351e-05
421,22516.6,0.70787,1.45693,0.73405,0.98638,0.85382,0.62867,0.67657,0.57093,0.8418,0.61594,0.65442,0.48419,0.77641,1.81527,1.29568,1.05063,7.12282e-05,7.12282e-05,7.12282e-05
422,22664.9,0.71423,1.46127,0.73541,0.98656,0.85339,0.62893,0.67696,0.57101,0.84192,0.61586,0.65471,0.48403,0.77591,1.81541,1.29553,1.05038,6.97384e-05,6.97384e-05,6.97384e-05
423,22813.3,0.70774,1.44061,0.73525,0.98551,0.85207,0.63007,0.67702,0.57057,0.84189,0.61629,0.6548,0.4841,0.77589,1.8176,1.29513,1.0506,6.82658e-05,6.82658e-05,6.82658e-05
424,22961.9,0.71312,1.45124,0.74368,0.99118,0.85231,0.62989,0.67743,0.57098,0.84302,0.6157,0.65513,0.48412,0.77581,1.81726,1.29548,1.05076,6.68105e-05,6.68105e-05,6.68105e-05
425,23110.2,0.73065,1.48156,0.75543,0.99942,0.85207,0.62951,0.67701,0.57034,0.84243,0.61523,0.65474,0.48374,0.7753,1.81673,1.29489,1.0501,6.53725e-05,6.53725e-05,6.53725e-05
426,23258.8,0.71114,1.42503,0.72567,0.98698,0.85269,0.62885,0.67731,0.5705,0.84372,0.61492,0.655,0.48406,0.77525,1.81648,1.29438,1.04999,6.39518e-05,6.39518e-05,6.39518e-05
427,23407,0.727,1.47794,0.75131,0.99269,0.85051,0.62945,0.67684,0.57062,0.8416,0.61528,0.65463,0.48404,0.77536,1.81397,1.29495,1.04974,6.25485e-05,6.25485e-05,6.25485e-05
428,23555,0.70859,1.4464,0.7365,0.98695,0.85056,0.62939,0.6768,0.57067,0.84187,0.61516,0.6546,0.48367,0.77465,1.81411,1.29413,1.04964,6.11627e-05,6.11627e-05,6.11627e-05
429,23702.9,0.71775,1.45557,0.74484,0.99126,0.85055,0.62952,0.67683,0.5704,0.8417,0.6152,0.65459,0.48439,0.77436,1.81403,1.29382,1.04961,5.97944e-05,5.97944e-05,5.97944e-05
430,23850.9,0.72903,1.47489,0.74634,0.99139,0.85061,0.62948,0.67677,0.57069,0.84174,0.61523,0.65455,0.48375,0.77412,1.81305,1.29417,1.04929,5.84437e-05,5.84437e-05,5.84437e-05
431,23999.9,0.70884,1.44575,0.72837,0.98447,0.85025,0.6297,0.67691,0.57099,0.84108,0.61544,0.65474,0.48347,0.77406,1.81293,1.29355,1.04924,5.71106e-05,5.71106e-05,5.71106e-05
432,24147.9,0.72565,1.4851,0.75316,0.99777,0.85064,0.62939,0.67692,0.57112,0.84167,0.61515,0.65433,0.48383,0.77359,1.81256,1.29462,1.04911,5.57952e-05,5.57952e-05,5.57952e-05
433,24296.3,0.72145,1.45178,0.73671,0.99009,0.85028,0.62942,0.67685,0.57071,0.84068,0.61534,0.65432,0.4841,0.77393,1.81269,1.29378,1.04945,5.44975e-05,5.44975e-05,5.44975e-05
434,24444.5,0.7041,1.43599,0.72832,0.9798,0.84724,0.63047,0.6766,0.57109,0.83397,0.6182,0.65454,0.48392,0.77357,1.81251,1.29356,1.04935,5.32177e-05,5.32177e-05,5.32177e-05
435,24592.6,0.70057,1.4185,0.70337,0.97814,0.84805,0.62994,0.67657,0.57132,0.83504,0.61786,0.65451,0.48418,0.77413,1.81186,1.29346,1.04955,5.19556e-05,5.19556e-05,5.19556e-05
436,24740.8,0.71807,1.45925,0.73528,0.99189,0.84777,0.63022,0.6764,0.57168,0.83465,0.61803,0.65456,0.48425,0.77384,1.81196,1.29438,1.04951,5.07115e-05,5.07115e-05,5.07115e-05
437,24889,0.71622,1.45224,0.72961,0.98753,0.84685,0.63045,0.67677,0.57177,0.83467,0.61794,0.6548,0.4846,0.77418,1.81233,1.29433,1.05009,4.94852e-05,4.94852e-05,4.94852e-05
438,25037.4,0.70828,1.44076,0.72342,0.98329,0.8458,0.63061,0.67678,0.57182,0.83444,0.61783,0.65484,0.48454,0.77449,1.81243,1.29471,1.05045,4.8277e-05,4.8277e-05,4.8277e-05
439,25185.8,0.70968,1.43776,0.72874,0.98188,0.84631,0.63016,0.67691,0.57212,0.83389,0.61701,0.65488,0.48474,0.7742,1.81228,1.2933,1.05022,4.70868e-05,4.70868e-05,4.70868e-05
440,25334.1,0.72112,1.42884,0.72478,0.98984,0.84762,0.62946,0.67692,0.57212,0.83505,0.61749,0.65487,0.48434,0.77406,1.81242,1.29364,1.05019,4.59146e-05,4.59146e-05,4.59146e-05
441,25482.3,0.71459,1.47506,0.75019,0.99077,0.84629,0.62955,0.67667,0.57208,0.83439,0.61739,0.65463,0.48406,0.77378,1.81262,1.29351,1.05031,4.47606e-05,4.47606e-05,4.47606e-05
442,25630.7,0.71367,1.45198,0.72906,0.98936,0.84556,0.62983,0.67705,0.57219,0.83338,0.61672,0.65447,0.48422,0.7738,1.81268,1.29291,1.05026,4.36248e-05,4.36248e-05,4.36248e-05
443,25778.7,0.71814,1.45904,0.72371,0.98668,0.84565,0.6298,0.67701,0.57246,0.83348,0.61736,0.65494,0.48437,0.7731,1.81202,1.2926,1.05003,4.25072e-05,4.25072e-05,4.25072e-05
444,25926.9,0.71157,1.43249,0.73284,0.98423,0.8465,0.62939,0.67676,0.57221,0.83373,0.61726,0.65473,0.48395,0.773,1.81303,1.29289,1.04963,4.14078e-05,4.14078e-05,4.14078e-05
445,26075.1,0.70983,1.44073,0.72077,0.98731,0.8463,0.6298,0.67687,0.57212,0.83366,0.61771,0.65562,0.48455,0.77357,1.81281,1.29253,1.05023,4.03267e-05,4.03267e-05,4.03267e-05
446,26223.3,0.70623,1.4474,0.71764,0.98738,0.84635,0.6295,0.67703,0.57205,0.83369,0.61736,0.65574,0.48483,0.7735,1.81271,1.29307,1.05019,3.9264e-05,3.9264e-05,3.9264e-05
447,26371.6,0.70769,1.46197,0.73373,0.98486,0.84639,0.62957,0.67722,0.57244,0.83428,0.61815,0.65638,0.48425,0.77324,1.81257,1.29338,1.04967,3.82197e-05,3.82197e-05,3.82197e-05
448,26519.6,0.70397,1.43441,0.713,0.98433,0.84703,0.62965,0.67713,0.57244,0.83398,0.6176,0.65592,0.48409,0.77298,1.81297,1.29322,1.04974,3.71938e-05,3.71938e-05,3.71938e-05
449,26667.9,0.71353,1.43934,0.72985,0.9839,0.84624,0.62959,0.67722,0.5727,0.83383,0.61734,0.65601,0.48421,0.77316,1.81235,1.29306,1.04981,3.61863e-05,3.61863e-05,3.61863e-05
450,26817.2,0.70913,1.43311,0.72183,0.98422,0.84656,0.62982,0.6771,0.57258,0.83391,0.61734,0.65589,0.4842,0.77266,1.81196,1.29287,1.04958,3.51974e-05,3.51974e-05,3.51974e-05
451,26966.7,0.703,1.42665,0.71464,0.97824,0.84688,0.62952,0.67723,0.5729,0.83381,0.61727,0.65605,0.48405,0.77317,1.81203,1.29339,1.05013,3.4227e-05,3.4227e-05,3.4227e-05
452,27115,0.71696,1.46218,0.73632,0.98805,0.84697,0.62893,0.67731,0.57291,0.83353,0.61694,0.6561,0.4839,0.77265,1.81125,1.29381,1.05002,3.32752e-05,3.32752e-05,3.32752e-05
453,27263.3,0.70338,1.42641,0.72527,0.98476,0.84634,0.6292,0.6771,0.5722,0.83361,0.61711,0.65622,0.48357,0.77264,1.81084,1.29292,1.04976,3.23421e-05,3.23421e-05,3.23421e-05
454,27411.4,0.71689,1.45132,0.72521,0.98541,0.84626,0.62865,0.6773,0.57235,0.83326,0.61686,0.6559,0.48422,0.77276,1.81049,1.29369,1.05003,3.14275e-05,3.14275e-05,3.14275e-05
455,27559.4,0.71549,1.4515,0.72853,0.98757,0.8482,0.62872,0.67736,0.57232,0.83602,0.61714,0.65594,0.48404,0.77331,1.81047,1.29423,1.05021,3.05317e-05,3.05317e-05,3.05317e-05
456,27708,0.71669,1.45047,0.72297,0.99012,0.84848,0.63052,0.67728,0.57223,0.83536,0.61754,0.65595,0.48413,0.77314,1.81038,1.29471,1.05011,2.96546e-05,2.96546e-05,2.96546e-05
457,27856.5,0.71444,1.47331,0.73652,0.9944,0.84799,0.63065,0.67726,0.57236,0.83496,0.61763,0.65597,0.4848,0.77254,1.80941,1.29428,1.04954,2.87963e-05,2.87963e-05,2.87963e-05
458,28004.7,0.71418,1.42995,0.72338,0.98195,0.8471,0.63039,0.67746,0.57222,0.83462,0.61807,0.65607,0.48427,0.77279,1.80995,1.295,1.04971,2.79568e-05,2.79568e-05,2.79568e-05
459,28152.8,0.71161,1.44919,0.72958,0.98166,0.84652,0.62986,0.67719,0.57238,0.83573,0.61706,0.6558,0.48505,0.77247,1.80945,1.29489,1.0495,2.71361e-05,2.71361e-05,2.71361e-05
460,28301,0.70303,1.41515,0.72559,0.97616,0.84625,0.63037,0.67725,0.57218,0.83451,0.6177,0.65586,0.48496,0.77249,1.80932,1.295,1.04959,2.63343e-05,2.63343e-05,2.63343e-05
461,28449.1,0.69104,1.42421,0.68907,0.9798,0.84663,0.63015,0.67728,0.57224,0.8342,0.61809,0.65592,0.48503,0.77256,1.80931,1.29631,1.04946,2.55513e-05,2.55513e-05,2.55513e-05
462,28597.2,0.70306,1.45774,0.73087,0.9808,0.84673,0.63002,0.67731,0.57216,0.83436,0.6182,0.65599,0.48425,0.77245,1.80918,1.29653,1.04967,2.47873e-05,2.47873e-05,2.47873e-05
463,28745.3,0.70656,1.41849,0.71296,0.97988,0.84798,0.63094,0.67734,0.57233,0.83378,0.61808,0.65426,0.48462,0.77257,1.80933,1.29637,1.04938,2.40423e-05,2.40423e-05,2.40423e-05
464,28893.4,0.71537,1.44372,0.73151,0.98838,0.84726,0.63039,0.67737,0.57226,0.83419,0.61793,0.65432,0.48535,0.7722,1.81085,1.29685,1.04939,2.33162e-05,2.33162e-05,2.33162e-05
465,29041.5,0.7097,1.435,0.72424,0.97972,0.84787,0.63087,0.6773,0.57202,0.83372,0.61814,0.65421,0.48497,0.77203,1.81047,1.29689,1.04919,2.26092e-05,2.26092e-05,2.26092e-05
466,29189.4,0.68915,1.38724,0.69289,0.97655,0.8471,0.63038,0.67736,0.57242,0.83439,0.61782,0.65433,0.48519,0.77213,1.81018,1.29646,1.04929,2.19212e-05,2.19212e-05,2.19212e-05
467,29337.7,0.71113,1.44188,0.72781,0.98563,0.84837,0.63068,0.67732,0.57238,0.83569,0.61777,0.65428,0.48501,0.77195,1.80837,1.29637,1.0491,2.12523e-05,2.12523e-05,2.12523e-05
468,29486.2,0.71387,1.44551,0.73084,0.98875,0.8487,0.63069,0.67737,0.57226,0.83527,0.61799,0.65441,0.48524,0.77204,1.80792,1.29624,1.04916,2.06025e-05,2.06025e-05,2.06025e-05
469,29634.3,0.7041,1.42773,0.70913,0.98496,0.84946,0.6306,0.67722,0.57222,0.8363,0.61763,0.65421,0.4854,0.77152,1.80758,1.29645,1.04896,1.99717e-05,1.99717e-05,1.99717e-05
470,29782.5,0.71197,1.42851,0.7131,0.984,0.85112,0.6303,0.6772,0.57224,0.83633,0.61751,0.65419,0.48532,0.77174,1.80969,1.29641,1.04914,1.93602e-05,1.93602e-05,1.93602e-05
471,29930.7,0.71295,1.46278,0.73803,0.98738,0.84819,0.63064,0.67719,0.57232,0.83371,0.61773,0.6541,0.4854,0.77172,1.80779,1.29633,1.04895,1.87678e-05,1.87678e-05,1.87678e-05
472,30080.2,0.70357,1.43545,0.71538,0.97878,0.84834,0.63095,0.67728,0.57226,0.83374,0.61784,0.65423,0.48539,0.7719,1.8078,1.29666,1.049,1.81946e-05,1.81946e-05,1.81946e-05
473,30228.3,0.68873,1.3911,0.69963,0.97172,0.84851,0.63099,0.67731,0.57231,0.83382,0.61809,0.65442,0.48609,0.77179,1.80642,1.29673,1.04894,1.76407e-05,1.76407e-05,1.76407e-05
474,30376.8,0.71172,1.45115,0.71818,0.98275,0.84875,0.6308,0.67729,0.57223,0.83381,0.61768,0.6543,0.4862,0.77158,1.80618,1.29662,1.04885,1.71059e-05,1.71059e-05,1.71059e-05
475,30525.4,0.70672,1.43016,0.72362,0.9843,0.84775,0.63145,0.67734,0.57244,0.8331,0.61854,0.65455,0.4864,0.77168,1.80674,1.29674,1.04898,1.65905e-05,1.65905e-05,1.65905e-05
476,30673.8,0.70018,1.40385,0.71132,0.97666,0.84738,0.63108,0.67729,0.57233,0.8342,0.62026,0.65642,0.48631,0.77181,1.80623,1.29704,1.04909,1.60943e-05,1.60943e-05,1.60943e-05
477,30822.3,0.71192,1.45637,0.7315,0.98764,0.84765,0.6311,0.67742,0.57238,0.83491,0.61983,0.65629,0.48691,0.77169,1.80671,1.29647,1.04895,1.56174e-05,1.56174e-05,1.56174e-05
478,30970.5,0.69028,1.41367,0.71102,0.97664,0.8476,0.63128,0.67734,0.57239,0.83492,0.62002,0.6565,0.48652,0.77169,1.80605,1.29741,1.049,1.51598e-05,1.51598e-05,1.51598e-05
479,31118.6,0.70983,1.45522,0.71757,0.98283,0.84786,0.63114,0.67742,0.57223,0.83281,0.61823,0.65455,0.48657,0.77153,1.80602,1.2968,1.04887,1.47216e-05,1.47216e-05,1.47216e-05
480,31266.8,0.70759,1.43829,0.71409,0.97787,0.84804,0.63113,0.67744,0.57246,0.83294,0.6182,0.65448,0.48616,0.77141,1.80619,1.29618,1.04897,1.43027e-05,1.43027e-05,1.43027e-05
481,31414.9,0.69328,1.39355,0.69139,0.97412,0.84781,0.63139,0.67741,0.57259,0.83451,0.62029,0.65646,0.48691,0.77151,1.80547,1.29634,1.04884,1.39032e-05,1.39032e-05,1.39032e-05
482,31563.4,0.70173,1.43742,0.71366,0.97657,0.84935,0.63123,0.67794,0.57303,0.83609,0.61987,0.65674,0.48649,0.77131,1.80534,1.29645,1.04851,1.35231e-05,1.35231e-05,1.35231e-05
483,31712.2,0.69796,1.41932,0.70156,0.97962,0.84957,0.63138,0.67791,0.57294,0.83619,0.62024,0.6569,0.48688,0.77139,1.80517,1.29681,1.04856,1.31624e-05,1.31624e-05,1.31624e-05
484,31860.9,0.69826,1.41251,0.7116,0.9803,0.84956,0.63126,0.67802,0.57316,0.83605,0.62034,0.65711,0.48766,0.77137,1.8047,1.29673,1.04839,1.28211e-05,1.28211e-05,1.28211e-05
485,32009.7,0.70811,1.42019,0.71696,0.98088,0.84795,0.63119,0.6778,0.573,0.83455,0.62004,0.6569,0.48741,0.77121,1.80483,1.29701,1.04848,1.24992e-05,1.24992e-05,1.24992e-05
486,32157.6,0.69926,1.42978,0.70986,0.97773,0.84868,0.63114,0.67789,0.57296,0.8355,0.62012,0.65696,0.48732,0.77161,1.8044,1.29747,1.04849,1.21968e-05,1.21968e-05,1.21968e-05
487,32305.9,0.71199,1.43467,0.71217,0.98396,0.84929,0.63042,0.6778,0.57302,0.83603,0.62047,0.65681,0.48708,0.77124,1.80458,1.297,1.04837,1.19139e-05,1.19139e-05,1.19139e-05
488,32454.2,0.69586,1.38284,0.69578,0.97723,0.84502,0.63025,0.67737,0.57256,0.83191,0.62005,0.6566,0.48655,0.77146,1.80437,1.29669,1.04834,1.16504e-05,1.16504e-05,1.16504e-05
489,32602.6,0.69307,1.40506,0.69045,0.97378,0.84608,0.63054,0.67746,0.57279,0.83067,0.6188,0.65484,0.48647,0.7712,1.8041,1.2964,1.04815,1.14063e-05,1.14063e-05,1.14063e-05
490,32750.8,0.69161,1.38487,0.69706,0.97511,0.846,0.63068,0.67751,0.57287,0.83259,0.62062,0.6568,0.487,0.77151,1.80402,1.29719,1.04827,1.11818e-05,1.11818e-05,1.11818e-05
491,32899.1,0.59313,1.15221,0.44718,0.93187,0.84692,0.62951,0.67754,0.57288,0.83214,0.61995,0.65677,0.48713,0.77122,1.80368,1.29639,1.04804,1.09768e-05,1.09768e-05,1.09768e-05
492,33045,0.59045,1.16178,0.43847,0.92439,0.8489,0.62951,0.67794,0.57321,0.83436,0.6199,0.65764,0.48724,0.77126,1.8034,1.29606,1.04782,1.07912e-05,1.07912e-05,1.07912e-05
493,33190.6,0.58332,1.135,0.43635,0.9208,0.84966,0.62949,0.67726,0.5729,0.83316,0.61808,0.65571,0.48678,0.77084,1.80283,1.29702,1.04763,1.06252e-05,1.06252e-05,1.06252e-05
494,33336.4,0.5855,1.14934,0.44431,0.93117,0.84841,0.62969,0.67686,0.57254,0.831,0.61836,0.65517,0.48654,0.77027,1.80319,1.2961,1.04737,1.04787e-05,1.04787e-05,1.04787e-05
495,33482.5,0.59541,1.13822,0.44384,0.929,0.84988,0.62972,0.67742,0.57306,0.83316,0.61813,0.65579,0.48682,0.77022,1.80361,1.29613,1.04733,1.03517e-05,1.03517e-05,1.03517e-05
496,33628.4,0.59271,1.14849,0.44379,0.92732,0.84998,0.62967,0.6775,0.57323,0.83488,0.61993,0.65731,0.48725,0.77048,1.8036,1.29733,1.0473,1.02443e-05,1.02443e-05,1.02443e-05
497,33774.3,0.58935,1.13815,0.4348,0.92349,0.84991,0.62901,0.67803,0.57331,0.8347,0.61749,0.65548,0.48693,0.77037,1.80342,1.29728,1.04762,1.01563e-05,1.01563e-05,1.01563e-05
498,33920.3,0.58698,1.13518,0.43591,0.93056,0.8491,0.62914,0.67813,0.57339,0.83904,0.6184,0.6574,0.4871,0.77053,1.80369,1.29804,1.04754,1.00879e-05,1.00879e-05,1.00879e-05
499,34066.3,0.58695,1.14202,0.43742,0.92995,0.8491,0.62914,0.67794,0.57314,0.83391,0.61759,0.65542,0.48677,0.77021,1.80319,1.2977,1.04716,1.00391e-05,1.00391e-05,1.00391e-05
500,34212.6,0.5828,1.14116,0.43168,0.92589,0.84962,0.62897,0.67805,0.57318,0.83392,0.6175,0.65556,0.48688,0.77004,1.80346,1.29797,1.04734,1.00098e-05,1.00098e-05,1.00098e-05
